"filename", "language", "HTML", "Dart", "JSON", "C++", "Markdown", "YAML", "Swift", "XML", "Java Properties", "Gradle", "comment", "blank", "total"
"d:\tot\projects\POS_app\test\report\repo\report_repo_test.dart", "Dart", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 15, 13, 138
"d:\tot\projects\POS_app\test\report\usecase\report_useccase_test.dart", "Dart", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 130
"d:\tot\projects\POS_app\test\widget_test.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 30
"d:\tot\projects\POS_app\web\index.html", "HTML", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 60
"d:\tot\projects\POS_app\web\manifest.json", "JSON", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
"d:\tot\projects\POS_app\windows\runner\flutter_window.cpp", "C++", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 7, 16, 72
"d:\tot\projects\POS_app\windows\runner\flutter_window.h", "C++", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 9, 34
"d:\tot\projects\POS_app\windows\runner\main.cpp", "C++", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 4, 10, 44
"d:\tot\projects\POS_app\windows\runner\resource.h", "C++", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 6, 2, 17
"d:\tot\projects\POS_app\windows\runner\utils.cpp", "C++", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 2, 10, 66
"d:\tot\projects\POS_app\windows\runner\utils.h", "C++", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 6, 6, 20
"d:\tot\projects\POS_app\windows\runner\win32_window.cpp", "C++", 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 24, 55, 289
"d:\tot\projects\POS_app\windows\runner\win32_window.h", "C++", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 38, 66144, 773, 429, 42, 101, 19, 127, 8, 90, 3055, 7230, 78056
